[2020-04-20 23:33:18,375 line 38] all the categories inserted in category successfully
[2020-04-21 17:00:18,000 line 174] 350027738: row inserted in app_country_rank table 

[2020-04-21 17:00:18,005 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:00:19,922 line 241] 1454202391 row inserted in dev table
[2020-04-21 17:00:19,923 line 246] Dev info ok
[2020-04-21 17:00:19,933 line 151] 1494676709: Data from main tab ok
[2020-04-21 17:00:20,081 line 192] Top rankings ok
[2020-04-21 17:00:21,581 line 275] Twitter information inserted in database for 1494676709
[2020-04-21 17:00:22,004 line 171] 1494676709-Books:29 inserted in app_category table successfully
[2020-04-21 17:00:22,034 line 221] No ranking in top_countries
[2020-04-21 17:00:23,348 line 219] 1494676709:world rankings ok
[2020-04-21 17:00:23,349 line 174] 1494676709: row inserted in app_country_rank table 

[2020-04-21 17:00:23,349 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:00:25,397 line 241] 1248062868 row inserted in dev table
[2020-04-21 17:00:25,397 line 246] Dev info ok
[2020-04-21 17:00:25,410 line 151] 1248062869: Data from main tab ok
[2020-04-21 17:00:25,544 line 192] Top rankings ok
[2020-04-21 17:00:26,470 line 275] Twitter information inserted in database for 1248062869
[2020-04-21 17:00:26,844 line 171] 1248062869-Entertainment:28 inserted in app_category table successfully
[2020-04-21 17:00:26,847 line 171] 1248062869-Books:29 inserted in app_category table successfully
[2020-04-21 17:00:26,876 line 221] No ranking in top_countries
[2020-04-21 17:00:26,904 line 221] No ranking in world
[2020-04-21 17:00:26,904 line 174] 1248062869: row inserted in app_country_rank table 

[2020-04-21 17:00:26,904 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:00:28,833 line 241] 796927321 row inserted in dev table
[2020-04-21 17:00:28,833 line 246] Dev info ok
[2020-04-21 17:00:28,852 line 151] 1031002863: Data from main tab ok
[2020-04-21 17:00:28,976 line 192] Top rankings ok
[2020-04-21 17:00:31,405 line 275] Twitter information inserted in database for 1031002863
[2020-04-21 17:00:31,808 line 171] 1031002863-Entertainment:28 inserted in app_category table successfully
[2020-04-21 17:00:31,813 line 171] 1031002863-Books:29 inserted in app_category table successfully
[2020-04-21 17:00:31,853 line 221] No ranking in top_countries
[2020-04-21 17:00:31,886 line 221] No ranking in world
[2020-04-21 17:00:31,886 line 174] 1031002863: row inserted in app_country_rank table 

[2020-04-21 17:00:31,887 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:00:33,703 line 241] 1280299077 row inserted in dev table
[2020-04-21 17:00:33,703 line 246] Dev info ok
[2020-04-21 17:00:33,718 line 151] 1214593569: Data from main tab ok
[2020-04-21 17:00:33,842 line 192] Top rankings ok
[2020-04-21 17:00:34,814 line 275] Twitter information inserted in database for 1214593569
[2020-04-21 17:00:35,195 line 171] 1214593569-Books:29 inserted in app_category table successfully
[2020-04-21 17:00:35,223 line 221] No ranking in top_countries
[2020-04-21 17:00:35,252 line 221] No ranking in world
[2020-04-21 17:00:35,252 line 174] 1214593569: row inserted in app_country_rank table 

[2020-04-21 17:00:35,252 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:00:36,978 line 241] 355833472 row inserted in dev table
[2020-04-21 17:00:36,979 line 246] Dev info ok
[2020-04-21 17:00:37,002 line 151] 355833469: Data from main tab ok
[2020-04-21 17:00:37,125 line 192] Top rankings ok
[2020-04-21 17:00:41,020 line 275] Twitter information inserted in database for 355833469
[2020-04-21 17:00:41,393 line 171] 355833469-Social Networking:4 inserted in app_category table successfully
[2020-04-21 17:00:41,396 line 171] 355833469-Books:29 inserted in app_category table successfully
[2020-04-21 17:00:41,422 line 221] No ranking in top_countries
[2020-04-21 17:00:41,449 line 221] No ranking in world
[2020-04-21 17:00:41,449 line 174] 355833469: row inserted in app_country_rank table 

[2020-04-21 17:00:41,450 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:00:43,325 line 241] 1291247970 row inserted in dev table
[2020-04-21 17:00:43,325 line 246] Dev info ok
[2020-04-21 17:00:43,340 line 151] 1291247971: Data from main tab ok
[2020-04-21 17:00:43,464 line 192] Top rankings ok
[2020-04-21 17:00:44,384 line 275] Twitter information inserted in database for 1291247971
[2020-04-21 17:00:44,838 line 171] 1291247971-Utilities:5 inserted in app_category table successfully
[2020-04-21 17:00:44,841 line 171] 1291247971-Books:29 inserted in app_category table successfully
[2020-04-21 17:00:44,869 line 221] No ranking in top_countries
[2020-04-21 17:00:44,935 line 219] 1291247971:world rankings ok
[2020-04-21 17:00:44,935 line 174] 1291247971: row inserted in app_country_rank table 

[2020-04-21 17:00:44,935 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:00:46,703 line 241] 663571548 row inserted in dev table
[2020-04-21 17:00:46,704 line 246] Dev info ok
[2020-04-21 17:00:46,720 line 151] 381260755: Data from main tab ok
[2020-04-21 17:00:46,844 line 192] Top rankings ok
[2020-04-21 17:00:50,405 line 275] Twitter information inserted in database for 381260755
[2020-04-21 17:00:50,796 line 171] 381260755-Education:27 inserted in app_category table successfully
[2020-04-21 17:00:50,799 line 171] 381260755-Books:29 inserted in app_category table successfully
[2020-04-21 17:00:50,827 line 221] No ranking in top_countries
[2020-04-21 17:00:50,856 line 221] No ranking in world
[2020-04-21 17:00:50,856 line 174] 381260755: row inserted in app_country_rank table 

[2020-04-21 17:00:50,856 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:00:51,930 line 245] Dev exist already
[2020-04-21 17:00:51,930 line 246] Dev info ok
[2020-04-21 17:00:51,949 line 151] 1182496809: Data from main tab ok
[2020-04-21 17:00:52,075 line 192] Top rankings ok
[2020-04-21 17:00:53,642 line 275] Twitter information inserted in database for 1182496809
[2020-04-21 17:00:54,038 line 171] 1182496809-Entertainment:28 inserted in app_category table successfully
[2020-04-21 17:00:54,041 line 171] 1182496809-Books:29 inserted in app_category table successfully
[2020-04-21 17:00:54,070 line 221] No ranking in top_countries
[2020-04-21 17:00:54,098 line 221] No ranking in world
[2020-04-21 17:00:54,098 line 174] 1182496809: row inserted in app_country_rank table 

[2020-04-21 17:00:54,099 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:00:55,876 line 241] 560921854 row inserted in dev table
[2020-04-21 17:00:55,876 line 246] Dev info ok
[2020-04-21 17:00:55,893 line 151] 364612911: Data from main tab ok
[2020-04-21 17:00:56,019 line 192] Top rankings ok
[2020-04-21 17:00:57,609 line 275] Twitter information inserted in database for 364612911
[2020-04-21 17:00:57,998 line 171] 364612911-Education:27 inserted in app_category table successfully
[2020-04-21 17:00:58,001 line 171] 364612911-Books:29 inserted in app_category table successfully
[2020-04-21 17:00:58,030 line 221] No ranking in top_countries
[2020-04-21 17:00:58,060 line 221] No ranking in world
[2020-04-21 17:00:58,060 line 174] 364612911: row inserted in app_country_rank table 

[2020-04-21 17:00:58,060 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:01:00,165 line 241] 295660206 row inserted in dev table
[2020-04-21 17:01:00,166 line 246] Dev info ok
[2020-04-21 17:01:00,181 line 151] 311507490: Data from main tab ok
[2020-04-21 17:01:00,302 line 192] Top rankings ok
[2020-04-21 17:01:03,941 line 275] Twitter information inserted in database for 311507490
[2020-04-21 17:01:04,323 line 171] 311507490-Entertainment:28 inserted in app_category table successfully
[2020-04-21 17:01:04,327 line 171] 311507490-Books:29 inserted in app_category table successfully
[2020-04-21 17:01:04,354 line 221] No ranking in top_countries
[2020-04-21 17:01:04,381 line 221] No ranking in world
[2020-04-21 17:01:04,381 line 174] 311507490: row inserted in app_country_rank table 

[2020-04-21 17:01:04,381 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:01:06,184 line 241] 301259486 row inserted in dev table
[2020-04-21 17:01:06,184 line 246] Dev info ok
[2020-04-21 17:01:06,205 line 151] 301259483: Data from main tab ok
[2020-04-21 17:01:06,324 line 192] Top rankings ok
[2020-04-21 17:01:10,125 line 275] Twitter information inserted in database for 301259483
[2020-04-21 17:01:10,521 line 171] 301259483-Entertainment:28 inserted in app_category table successfully
[2020-04-21 17:01:10,524 line 171] 301259483-Books:29 inserted in app_category table successfully
[2020-04-21 17:01:10,555 line 221] No ranking in top_countries
[2020-04-21 17:01:10,585 line 221] No ranking in world
[2020-04-21 17:01:10,585 line 174] 301259483: row inserted in app_country_rank table 

[2020-04-21 17:01:10,586 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:01:12,411 line 241] 333434589 row inserted in dev table
[2020-04-21 17:01:12,411 line 246] Dev info ok
[2020-04-21 17:01:12,426 line 151] 416454511: Data from main tab ok
[2020-04-21 17:01:12,549 line 192] Top rankings ok
[2020-04-21 17:01:14,367 line 275] Twitter information inserted in database for 416454511
[2020-04-21 17:01:14,751 line 171] 416454511-Books:29 inserted in app_category table successfully
[2020-04-21 17:01:14,779 line 221] No ranking in top_countries
[2020-04-21 17:01:14,809 line 221] No ranking in world
[2020-04-21 17:01:14,809 line 174] 416454511: row inserted in app_country_rank table 

[2020-04-21 17:01:14,809 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:01:16,707 line 241] 1033598730 row inserted in dev table
[2020-04-21 17:01:16,707 line 246] Dev info ok
[2020-04-21 17:01:16,733 line 151] 1380362212: Data from main tab ok
[2020-04-21 17:01:16,904 line 192] Top rankings ok
[2020-04-21 17:01:18,524 line 275] Twitter information inserted in database for 1380362212
[2020-04-21 17:01:18,977 line 171] 1380362212-Entertainment:28 inserted in app_category table successfully
[2020-04-21 17:01:18,991 line 171] 1380362212-Books:29 inserted in app_category table successfully
[2020-04-21 17:01:19,061 line 221] No ranking in top_countries
[2020-04-21 17:01:19,125 line 221] No ranking in world
[2020-04-21 17:01:19,125 line 174] 1380362212: row inserted in app_country_rank table 

[2020-04-21 17:01:19,126 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:01:20,622 line 241] 1423240170 row inserted in dev table
[2020-04-21 17:01:20,623 line 246] Dev info ok
[2020-04-21 17:01:20,689 line 151] 316789453: Data from main tab ok
[2020-04-21 17:01:20,970 line 192] Top rankings ok
[2020-04-21 17:01:23,299 line 275] Twitter information inserted in database for 316789453
[2020-04-21 17:01:23,731 line 171] 316789453-Reference:1 inserted in app_category table successfully
[2020-04-21 17:01:23,737 line 171] 316789453-Books:29 inserted in app_category table successfully
[2020-04-21 17:01:23,778 line 221] No ranking in top_countries
[2020-04-21 17:01:23,831 line 221] No ranking in world
[2020-04-21 17:01:23,831 line 174] 316789453: row inserted in app_country_rank table 

[2020-04-21 17:01:23,831 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:01:25,332 line 241] 664973125 row inserted in dev table
[2020-04-21 17:01:25,332 line 246] Dev info ok
[2020-04-21 17:01:25,353 line 151] 664973122: Data from main tab ok
[2020-04-21 17:01:25,557 line 192] Top rankings ok
[2020-04-21 17:01:26,483 line 275] Twitter information inserted in database for 664973122
[2020-04-21 17:01:26,926 line 171] 664973122-Books:29 inserted in app_category table successfully
[2020-04-21 17:01:26,957 line 221] No ranking in top_countries
[2020-04-21 17:01:26,986 line 221] No ranking in world
[2020-04-21 17:01:26,987 line 174] 664973122: row inserted in app_country_rank table 

[2020-04-21 17:01:26,987 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:01:28,789 line 241] 977016098 row inserted in dev table
[2020-04-21 17:01:28,789 line 246] Dev info ok
[2020-04-21 17:01:28,813 line 151] 977016099: Data from main tab ok
[2020-04-21 17:01:28,972 line 192] Top rankings ok
[2020-04-21 17:01:31,152 line 275] Twitter information inserted in database for 977016099
[2020-04-21 17:01:31,669 line 171] 977016099-Education:27 inserted in app_category table successfully
[2020-04-21 17:01:31,679 line 171] 977016099-Books:29 inserted in app_category table successfully
[2020-04-21 17:01:31,729 line 221] No ranking in top_countries
[2020-04-21 17:01:31,855 line 221] No ranking in world
[2020-04-21 17:01:31,856 line 174] 977016099: row inserted in app_country_rank table 

[2020-04-21 17:01:31,857 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:01:33,385 line 241] 1479496907 row inserted in dev table
[2020-04-21 17:01:33,385 line 246] Dev info ok
[2020-04-21 17:01:33,396 line 151] 1479496908: Data from main tab ok
[2020-04-21 17:01:33,543 line 192] Top rankings ok
[2020-04-21 17:01:34,454 line 275] Twitter information inserted in database for 1479496908
[2020-04-21 17:01:34,838 line 171] 1479496908-Books:29 inserted in app_category table successfully
[2020-04-21 17:01:34,867 line 221] No ranking in top_countries
[2020-04-21 17:01:35,188 line 219] 1479496908:world rankings ok
[2020-04-21 17:01:35,188 line 174] 1479496908: row inserted in app_country_rank table 

[2020-04-21 17:01:35,188 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:01:36,591 line 241] 1450931240 row inserted in dev table
[2020-04-21 17:01:36,591 line 246] Dev info ok
[2020-04-21 17:01:36,606 line 151] 341311361: Data from main tab ok
[2020-04-21 17:01:36,737 line 192] Top rankings ok
[2020-04-21 17:01:37,666 line 275] Twitter information inserted in database for 341311361
[2020-04-21 17:01:38,048 line 171] 341311361-Education:27 inserted in app_category table successfully
[2020-04-21 17:01:38,051 line 171] 341311361-Books:29 inserted in app_category table successfully
[2020-04-21 17:01:38,083 line 221] No ranking in top_countries
[2020-04-21 17:01:38,122 line 221] No ranking in world
[2020-04-21 17:01:38,122 line 174] 341311361: row inserted in app_country_rank table 

[2020-04-21 17:01:38,123 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:01:39,487 line 241] 521227011 row inserted in dev table
[2020-04-21 17:01:39,487 line 246] Dev info ok
[2020-04-21 17:01:39,506 line 151] 521227008: Data from main tab ok
[2020-04-21 17:01:39,631 line 192] Top rankings ok
[2020-04-21 17:01:41,302 line 275] Twitter information inserted in database for 521227008
[2020-04-21 17:01:41,703 line 171] 521227008-Entertainment:28 inserted in app_category table successfully
[2020-04-21 17:01:41,707 line 171] 521227008-Books:29 inserted in app_category table successfully
[2020-04-21 17:01:41,735 line 221] No ranking in top_countries
[2020-04-21 17:01:41,771 line 221] No ranking in world
[2020-04-21 17:01:41,771 line 174] 521227008: row inserted in app_country_rank table 

[2020-04-21 17:01:41,771 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:01:43,222 line 241] 284417353 row inserted in dev table
[2020-04-21 17:01:43,222 line 246] Dev info ok
[2020-04-21 17:01:43,230 line 124] No average rating on overall
[2020-04-21 17:01:43,233 line 86] No current rating
[2020-04-21 17:01:43,241 line 151] 364709193: Data from main tab ok
[2020-04-21 17:01:43,383 line 192] Top rankings ok
[2020-04-21 17:01:47,220 line 275] Twitter information inserted in database for 364709193
[2020-04-21 17:01:47,592 line 171] 364709193-Entertainment:28 inserted in app_category table successfully
[2020-04-21 17:01:47,595 line 171] 364709193-Books:29 inserted in app_category table successfully
[2020-04-21 17:01:47,622 line 221] No ranking in top_countries
[2020-04-21 17:01:47,795 line 219] 364709193:world rankings ok
[2020-04-21 17:01:47,795 line 174] 364709193: row inserted in app_country_rank table 

[2020-04-21 17:01:47,795 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:01:48,482 line 245] Dev exist already
[2020-04-21 17:01:48,482 line 246] Dev info ok
[2020-04-21 17:01:48,493 line 151] 1476353318: Data from main tab ok
[2020-04-21 17:01:48,614 line 192] Top rankings ok
[2020-04-21 17:01:50,510 line 275] Twitter information inserted in database for 1476353318
[2020-04-21 17:01:50,895 line 171] 1476353318-Entertainment:28 inserted in app_category table successfully
[2020-04-21 17:01:50,898 line 171] 1476353318-Books:29 inserted in app_category table successfully
[2020-04-21 17:01:50,933 line 221] No ranking in top_countries
[2020-04-21 17:01:51,363 line 219] 1476353318:world rankings ok
[2020-04-21 17:01:51,363 line 174] 1476353318: row inserted in app_country_rank table 

[2020-04-21 17:01:51,363 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:01:52,739 line 241] 329377937 row inserted in dev table
[2020-04-21 17:01:52,740 line 246] Dev info ok
[2020-04-21 17:01:52,758 line 151] 606378030: Data from main tab ok
[2020-04-21 17:01:52,893 line 192] Top rankings ok
[2020-04-21 17:01:54,531 line 275] Twitter information inserted in database for 606378030
[2020-04-21 17:01:54,910 line 171] 606378030-Education:27 inserted in app_category table successfully
[2020-04-21 17:01:54,913 line 171] 606378030-Books:29 inserted in app_category table successfully
[2020-04-21 17:01:54,947 line 221] No ranking in top_countries
[2020-04-21 17:01:54,979 line 221] No ranking in world
[2020-04-21 17:01:54,979 line 174] 606378030: row inserted in app_country_rank table 

[2020-04-21 17:01:54,979 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:01:56,442 line 241] 301476755 row inserted in dev table
[2020-04-21 17:01:56,442 line 246] Dev info ok
[2020-04-21 17:01:56,462 line 151] 325955298: Data from main tab ok
[2020-04-21 17:01:56,591 line 192] Top rankings ok
[2020-04-21 17:01:58,172 line 275] Twitter information inserted in database for 325955298
[2020-04-21 17:01:58,552 line 171] 325955298-Reference:1 inserted in app_category table successfully
[2020-04-21 17:01:58,556 line 171] 325955298-Books:29 inserted in app_category table successfully
[2020-04-21 17:01:58,584 line 221] No ranking in top_countries
[2020-04-21 17:01:58,612 line 221] No ranking in world
[2020-04-21 17:01:58,612 line 174] 325955298: row inserted in app_country_rank table 

[2020-04-21 17:01:58,613 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:02:00,024 line 241] 1470055893 row inserted in dev table
[2020-04-21 17:02:00,024 line 246] Dev info ok
[2020-04-21 17:02:00,047 line 151] 1033598731: Data from main tab ok
[2020-04-21 17:02:00,166 line 192] Top rankings ok
[2020-04-21 17:02:01,075 line 275] Twitter information inserted in database for 1033598731
[2020-04-21 17:02:01,460 line 171] 1033598731-Entertainment:28 inserted in app_category table successfully
[2020-04-21 17:02:01,463 line 171] 1033598731-Books:29 inserted in app_category table successfully
[2020-04-21 17:02:01,490 line 221] No ranking in top_countries
[2020-04-21 17:02:01,518 line 221] No ranking in world
[2020-04-21 17:02:01,518 line 174] 1033598731: row inserted in app_country_rank table 

[2020-04-21 17:02:01,518 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:02:02,178 line 245] Dev exist already
[2020-04-21 17:02:02,178 line 246] Dev info ok
[2020-04-21 17:02:02,192 line 151] 543200805: Data from main tab ok
[2020-04-21 17:02:02,334 line 192] Top rankings ok
[2020-04-21 17:02:03,246 line 275] Twitter information inserted in database for 543200805
[2020-04-21 17:02:03,660 line 171] 543200805-Education:27 inserted in app_category table successfully
[2020-04-21 17:02:03,664 line 171] 543200805-Books:29 inserted in app_category table successfully
[2020-04-21 17:02:03,694 line 221] No ranking in top_countries
[2020-04-21 17:02:03,722 line 221] No ranking in world
[2020-04-21 17:02:03,722 line 174] 543200805: row inserted in app_country_rank table 

[2020-04-21 17:02:03,722 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:02:05,151 line 241] 1457536744 row inserted in dev table
[2020-04-21 17:02:05,151 line 246] Dev info ok
[2020-04-21 17:02:05,167 line 151] 765536780: Data from main tab ok
[2020-04-21 17:02:05,284 line 192] Top rankings ok
[2020-04-21 17:02:06,214 line 275] Twitter information inserted in database for 765536780
[2020-04-21 17:02:06,608 line 171] 765536780-Reference:1 inserted in app_category table successfully
[2020-04-21 17:02:06,612 line 171] 765536780-Books:29 inserted in app_category table successfully
[2020-04-21 17:02:06,639 line 221] No ranking in top_countries
[2020-04-21 17:02:06,667 line 221] No ranking in world
[2020-04-21 17:02:06,667 line 174] 765536780: row inserted in app_country_rank table 

[2020-04-21 17:02:06,667 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:02:07,966 line 241] 1504519082 row inserted in dev table
[2020-04-21 17:02:07,966 line 246] Dev info ok
[2020-04-21 17:02:07,976 line 151] 1504652956: Data from main tab ok
[2020-04-21 17:02:08,098 line 192] Top rankings ok
[2020-04-21 17:02:09,639 line 275] Twitter information inserted in database for 1504652956
[2020-04-21 17:02:10,015 line 171] 1504652956-Utilities:5 inserted in app_category table successfully
[2020-04-21 17:02:10,017 line 171] 1504652956-Books:29 inserted in app_category table successfully
[2020-04-21 17:02:10,046 line 221] No ranking in top_countries
[2020-04-21 17:02:10,073 line 221] No ranking in world
[2020-04-21 17:02:10,073 line 174] 1504652956: row inserted in app_country_rank table 

[2020-04-21 17:02:10,073 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:02:11,337 line 241] 1483753682 row inserted in dev table
[2020-04-21 17:02:11,337 line 246] Dev info ok
[2020-04-21 17:02:11,349 line 151] 1483753683: Data from main tab ok
[2020-04-21 17:02:11,475 line 192] Top rankings ok
[2020-04-21 17:02:12,434 line 275] Twitter information inserted in database for 1483753683
[2020-04-21 17:02:12,865 line 171] 1483753683-Entertainment:28 inserted in app_category table successfully
[2020-04-21 17:02:12,868 line 171] 1483753683-Books:29 inserted in app_category table successfully
[2020-04-21 17:02:12,895 line 221] No ranking in top_countries
[2020-04-21 17:02:12,923 line 221] No ranking in world
[2020-04-21 17:02:12,923 line 174] 1483753683: row inserted in app_country_rank table 

[2020-04-21 17:02:12,923 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:02:14,283 line 241] 450646538 row inserted in dev table
[2020-04-21 17:02:14,284 line 246] Dev info ok
[2020-04-21 17:02:14,296 line 151] 544098932: Data from main tab ok
[2020-04-21 17:02:14,415 line 192] Top rankings ok
[2020-04-21 17:02:17,796 line 275] Twitter information inserted in database for 544098932
[2020-04-21 17:02:18,181 line 171] 544098932-Lifestyle:24 inserted in app_category table successfully
[2020-04-21 17:02:18,184 line 171] 544098932-Books:29 inserted in app_category table successfully
[2020-04-21 17:02:18,211 line 221] No ranking in top_countries
[2020-04-21 17:02:18,238 line 221] No ranking in world
[2020-04-21 17:02:18,238 line 174] 544098932: row inserted in app_country_rank table 

[2020-04-21 17:02:18,238 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:02:18,896 line 245] Dev exist already
[2020-04-21 17:02:18,896 line 246] Dev info ok
[2020-04-21 17:02:18,909 line 151] 730904089: Data from main tab ok
[2020-04-21 17:02:19,030 line 192] Top rankings ok
[2020-04-21 17:02:20,075 line 275] Twitter information inserted in database for 730904089
[2020-04-21 17:02:20,473 line 171] 730904089-Education:27 inserted in app_category table successfully
[2020-04-21 17:02:20,476 line 171] 730904089-Books:29 inserted in app_category table successfully
[2020-04-21 17:02:20,505 line 221] No ranking in top_countries
[2020-04-21 17:02:20,536 line 221] No ranking in world
[2020-04-21 17:02:20,536 line 174] 730904089: row inserted in app_country_rank table 

[2020-04-21 17:02:20,536 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:02:21,885 line 241] 737519490 row inserted in dev table
[2020-04-21 17:02:21,885 line 246] Dev info ok
[2020-04-21 17:02:21,896 line 151] 737519507: Data from main tab ok
[2020-04-21 17:02:22,025 line 192] Top rankings ok
[2020-04-21 17:02:23,644 line 275] Twitter information inserted in database for 737519507
[2020-04-21 17:02:24,077 line 171] 737519507-Lifestyle:24 inserted in app_category table successfully
[2020-04-21 17:02:24,080 line 171] 737519507-Books:29 inserted in app_category table successfully
[2020-04-21 17:02:24,196 line 221] No ranking in top_countries
[2020-04-21 17:02:24,223 line 221] No ranking in world
[2020-04-21 17:02:24,224 line 174] 737519507: row inserted in app_country_rank table 

[2020-04-21 17:02:24,224 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:02:25,622 line 241] 1439739134 row inserted in dev table
[2020-04-21 17:02:25,622 line 246] Dev info ok
[2020-04-21 17:02:25,634 line 151] 1439739135: Data from main tab ok
[2020-04-21 17:02:25,753 line 192] Top rankings ok
[2020-04-21 17:02:26,654 line 275] Twitter information inserted in database for 1439739135
[2020-04-21 17:02:27,054 line 171] 1439739135-Entertainment:28 inserted in app_category table successfully
[2020-04-21 17:02:27,057 line 171] 1439739135-Books:29 inserted in app_category table successfully
[2020-04-21 17:02:27,084 line 221] No ranking in top_countries
[2020-04-21 17:02:27,113 line 221] No ranking in world
[2020-04-21 17:02:27,113 line 174] 1439739135: row inserted in app_country_rank table 

[2020-04-21 17:02:27,113 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:02:28,520 line 241] 320947560 row inserted in dev table
[2020-04-21 17:02:28,520 line 246] Dev info ok
[2020-04-21 17:02:28,529 line 151] 1069758789: Data from main tab ok
[2020-04-21 17:02:28,649 line 192] Top rankings ok
[2020-04-21 17:02:29,588 line 275] Twitter information inserted in database for 1069758789
[2020-04-21 17:02:30,016 line 171] 1069758789-Reference:1 inserted in app_category table successfully
[2020-04-21 17:02:30,019 line 171] 1069758789-Books:29 inserted in app_category table successfully
[2020-04-21 17:02:30,046 line 221] No ranking in top_countries
[2020-04-21 17:02:30,077 line 221] No ranking in world
[2020-04-21 17:02:30,078 line 174] 1069758789: row inserted in app_country_rank table 

[2020-04-21 17:02:30,078 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:02:31,455 line 241] 349087409 row inserted in dev table
[2020-04-21 17:02:31,455 line 246] Dev info ok
[2020-04-21 17:02:31,469 line 151] 519625336: Data from main tab ok
[2020-04-21 17:02:31,588 line 192] Top rankings ok
[2020-04-21 17:02:32,464 line 275] Twitter information inserted in database for 519625336
[2020-04-21 17:02:32,853 line 171] 519625336-Reference:1 inserted in app_category table successfully
[2020-04-21 17:02:32,856 line 171] 519625336-Books:29 inserted in app_category table successfully
[2020-04-21 17:02:32,886 line 221] No ranking in top_countries
[2020-04-21 17:02:32,916 line 221] No ranking in world
[2020-04-21 17:02:32,916 line 174] 519625336: row inserted in app_country_rank table 

[2020-04-21 17:02:32,916 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:02:33,599 line 245] Dev exist already
[2020-04-21 17:02:33,599 line 246] Dev info ok
[2020-04-21 17:02:33,612 line 151] 466404900: Data from main tab ok
[2020-04-21 17:02:33,738 line 192] Top rankings ok
[2020-04-21 17:02:34,858 line 275] Twitter information inserted in database for 466404900
[2020-04-21 17:02:35,245 line 171] 466404900-Reference:1 inserted in app_category table successfully
[2020-04-21 17:02:35,249 line 171] 466404900-Books:29 inserted in app_category table successfully
[2020-04-21 17:02:35,278 line 221] No ranking in top_countries
[2020-04-21 17:02:35,308 line 221] No ranking in world
[2020-04-21 17:02:35,308 line 174] 466404900: row inserted in app_country_rank table 

[2020-04-21 17:02:35,308 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:02:36,680 line 241] 1488200995 row inserted in dev table
[2020-04-21 17:02:36,681 line 246] Dev info ok
[2020-04-21 17:02:36,693 line 151] 1492422313: Data from main tab ok
[2020-04-21 17:02:36,905 line 192] Top rankings ok
[2020-04-21 17:02:37,817 line 275] Twitter information inserted in database for 1492422313
[2020-04-21 17:02:38,214 line 171] 1492422313-Entertainment:28 inserted in app_category table successfully
[2020-04-21 17:02:38,218 line 171] 1492422313-Books:29 inserted in app_category table successfully
[2020-04-21 17:02:38,247 line 221] No ranking in top_countries
[2020-04-21 17:02:38,276 line 221] No ranking in world
[2020-04-21 17:02:38,276 line 174] 1492422313: row inserted in app_country_rank table 

[2020-04-21 17:02:38,277 line 69] Scrapping in: Belize/Books/free
[2020-04-21 17:02:40,323 line 241] 1097366376 row inserted in dev table
[2020-04-21 17:02:40,324 line 246] Dev info ok
[2020-04-21 17:02:40,338 line 151] 1112488968: Data from main tab ok
[2020-04-21 17:02:40,513 line 192] Top rankings ok
[2020-04-21 17:02:44,832 line 275] Twitter information inserted in database for 1112488968
[2020-04-21 17:02:45,233 line 171] 1112488968-Reference:1 inserted in app_category table successfully
[2020-04-21 17:02:45,239 line 171] 1112488968-Books:29 inserted in app_category table successfully
[2020-04-21 17:02:45,286 line 221] No ranking in top_countries
[2020-04-21 17:02:45,357 line 219] 1112488968:world rankings ok
[2020-04-21 17:02:45,358 line 174] 1112488968: row inserted in app_country_rank table 

